Type_intervention,Description,Plage_horaire,Latitude,Longitude
CRS,Émeute,07h00-11h00,49.11018679372158,6.127956545402059
BAC,Interception de suspects armés,00:00-03:00,48.9049120658556,6.433858512259864
Police,Extorsion,12h00-18h00,49.0650822958671,6.651188389614473
BAC,Interpellation de délinquant,00:00-03:00,48.93180249568438,6.223701784015384
CRS,Intervention en banlieue sensible,07h00-11h00,49.36370547528191,6.427573658704679
SAMU,Accident corporel,21:00-04:30,49.13902037093526,6.594837437289838
Douanes,Fraude fiscale,12h00-18h00,49.0271854985217,6.74612517818218
Douanes,Trafics transfrontaliers,00:00-03:00,49.10119344687905,6.757676809124939
Civil,Signalement d'incivilité,00:00-03:00,49.32481296743455,6.483552573558256
Police,Homicide,09h00-12h00,48.90476278750037,6.1307861190378725
CRS,Rassemblement illégal,00:00-03:00,49.29511804750332,6.851481812481899
SAMU,Polytraumatisme,03:00-06:00,48.96123985097088,6.5167746288751855
Pompiers,Fuites chimiques,00:00-03:00,49.15984806272839,6.881968383011063
HeroX,Piratage de système sensible,03:00-06:00,49.33538394879645,6.179887391734864
CRS,Contrôle de foule,19h00-22h00,48.99832851984407,6.179323001536444
Pompiers,Animal dangereux,21:00-00:00,49.362546004475234,6.475074893444068
Police,Violences conjugales,21:00-04:30,49.1894417493987,6.27001394489679
Pompiers,Dégagement d'urgence,19h00-22h00,49.33644969283358,6.744967450522864
Police,Menaces de mort,07h00-11h00,48.98640429800373,6.3788143171294855
BAC,Interception de suspects armés,09h00-12h00,49.25872932308465,6.053568623225514
Police,Proxénétisme,09h00-12h00,49.186678410342495,6.531636428656871
SAMU,Noyade,09h00-12h00,49.070141307959005,6.018730053143336
BAC,Lutte contre le trafic,12h00-18h00,48.93408579693855,6.885973926852002
BAC,Lutte contre le trafic,21:00-00:00,48.94194332115637,6.617722191700493
Police,Extorsion,07h00-11h00,49.11499048388132,6.688299266944212
Police,Port d'arme illégal,12h00-18h00,48.991244592859104,6.644494052157554
SAMU,Brûlure grave,00:00-03:00,49.09831727781966,6.539989580159459
Police,Cambriolage,21:00-04:30,49.38953836559383,6.219349492265677
HeroY,Trafic d'influence,00:00-03:00,49.21695956522357,6.10249904581972
SAMU,AVC,09h00-12h00,48.92282232220737,6.126722131522107
Douanes,Saisie de produits illicites,07h00-11h00,49.03731780688255,6.708990255882551
HeroZ,Sabotage industriel,03:00-06:00,49.33797766993131,6.260859141594399
Pompiers,Inondation,19h00-22h00,49.31601145227006,6.054828800175416
Pompiers,Inondation,03:00-06:00,49.384481521985975,6.598473122250599
Police,Cambriolage,03:00-06:00,49.12329933884773,6.418481785307006
Civil,Conflit professionnel,12h00-18h00,49.02153519885974,6.429341735996694
CRS,Grève conflictuelle,03:00-06:00,49.34925131881153,6.609214884696097
SAMU,Coup de chaleur,12h00-18h00,49.19797062151444,6.658802751764368
SAMU,Tentative de suicide,21:00-00:00,48.97832212943504,6.776804684900863
Civil,Conflit de voisinage,21:00-00:00,49.29098523028408,6.45735164823097
CRS,Trouble à l'ordre public,09h00-12h00,49.21311786523776,6.19786331284786
Police,Proxénétisme,19h00-22h00,49.15153990719645,6.010481142357062
Douanes,Contrôle douanier,19h00-22h00,49.052377982938125,6.646139201723241
Civil,Aide aux victimes,19h00-22h00,49.076067946758336,6.045944862231785
CRS,Dispersion de rassemblement,21:00-04:30,49.22409808117917,6.323091400239333
Douanes,Fraude fiscale,09h00-12h00,49.20399112399532,6.839750323158884
Pompiers,Feu de forêt,07h00-11h00,49.26802366841443,6.205020068531583
Pompiers,Évacuation,19h00-22h00,49.3959928568548,6.605322599628956
HeroZ,Sauvetage en milieu contaminé,21:00-04:30,49.1585642331865,6.855798460402366
Gendarmerie,Recherche en milieu rural,12h00-18h00,49.23093006289285,6.837236827170465
BAC,Règlement de compte entre individus,19h00-22h00,49.24639375495696,6.037984698584706
Gendarmerie,Conflit de voisinage rural,21:00-04:30,48.94967740939171,6.7537913242958405
Gendarmerie,Contrôle routier,07h00-11h00,49.19581122955094,6.307140719745571
Police,Cambriolage,21:00-00:00,48.9789377445836,6.309337254205874
Police,Harcèlement,03:00-06:00,49.06436339759127,6.200541299348161
Police,Évasion de prisonnier,00:00-03:00,49.30105048864706,6.566256130101831
BAC,Règlement de compte entre individus,00:00-03:00,49.29978189765825,6.023873082238784
HeroX,Mission sous couverture,12h00-18h00,49.06632824073324,6.089723809923271
Police,Blessures graves volontaires,00:00-03:00,49.27653749697725,6.119876361119231
Police,Menaces de mort,19h00-22h00,49.25285102164017,6.0751757334987175
SAMU,Intoxication alimentaire,07h00-11h00,49.37338462912115,6.44061806393245
Douanes,Contrôle douanier,21:00-00:00,49.22635676907009,6.638119163431707
SAMU,Hypothermie,00:00-03:00,49.21474287823958,6.118791628703246
Gendarmerie,Cambriolage,03:00-06:00,49.31987738024392,6.193944238059533
Civil,Nuissance sonore,21:00-04:30,49.24728573287008,6.693225549129156
SAMU,Tentative de suicide,21:00-04:30,49.14403161245919,6.793643806308961
CRS,Sécurisation de visite officielle,19h00-22h00,49.05525349376656,6.685600640091371
Douanes,Trafic d'espèces protégées,19h00-22h00,49.16385972942896,6.811401866714745
Gendarmerie,Atteinte à l'environnement,03:00-06:00,49.3957258216686,6.121465164751028
SAMU,Polytraumatisme,03:00-06:00,49.2059725839567,6.87019370108601
Pompiers,Orage violent,00:00-03:00,49.08036983212514,6.44681042181105
CRS,Sécurisation de visite officielle,19h00-22h00,49.10848502546928,6.550953790930642
Pompiers,Secours à personne,09h00-12h00,49.23211955963907,6.606195542369143
BAC,Recherche de véhicule volé,07h00-11h00,49.10419321139111,6.815697643888363
SAMU,Accident corporel,09h00-12h00,49.32496219943267,6.8650028647156525
Douanes,Fraude aux subventions,12h00-18h00,49.016123057199735,6.6592199726455386
HeroY,Trafic d'influence,21:00-04:30,49.38449054809188,6.065939537086852
BAC,Lutte contre le trafic,19h00-22h00,48.98509760326877,6.431179488787484
HeroZ,Protection d'installation sensible,03:00-06:00,49.16232506716134,6.7461224413980325
Pompiers,Fuites chimiques,09h00-12h00,49.09934003260181,6.363140204343269
HeroZ,Gestion de crise biologique,21:00-04:30,49.19952195461423,6.844002626267212
Police,Blanchiment d'argent,03:00-06:00,49.28109516426308,6.572530323591919
BAC,Patrouille sensible,21:00-04:30,49.23343121543306,6.360395588674005
HeroX,Lutte contre un réseau criminel,07h00-11h00,49.07492739854779,6.637676535317613
CRS,Manifestation violente,03:00-06:00,49.04486363417529,6.762594701679616
Police,Vandalisme,09h00-12h00,49.11252332196138,6.349343358707918
Pompiers,Sauvetage en hauteur,19h00-22h00,49.326954169033954,6.619292807351714
Police,Extorsion,07h00-11h00,48.98817724090544,6.791443820979403
SAMU,Tentative de suicide,19h00-22h00,48.92646617178182,6.202320736987048
HeroX,Enlèvement international,07h00-11h00,49.10797455497337,6.463742905971656
Douanes,Trafic d'espèces protégées,09h00-12h00,49.11370665359313,6.662717432048093
BAC,Patrouille sensible,03:00-06:00,49.21454651351168,6.83602636975322
HeroX,Enlèvement international,07h00-11h00,49.03451227727785,6.42857307951422
Gendarmerie,Braconnage,21:00-04:30,49.08561200628017,6.720536285854831
Pompiers,Fuites chimiques,03:00-06:00,49.15103585860221,6.222776005263144
Civil,Animal errant,00:00-03:00,49.39897094251142,6.294839641473195
HeroZ,Sécurisation après une prise d'otages,21:00-00:00,48.90550538173927,6.795656848088268
SAMU,Overdose,12h00-18h00,48.97637367899219,6.56902706601726
BAC,Délinquance urbaine,12h00-18h00,49.06753205249307,6.376529494443104
SAMU,Crise d'épilepsie,12h00-18h00,49.30459635542204,6.275615427026332
Pompiers,Arbre sur la voie publique,21:00-00:00,49.153668346690594,6.525461372194861
Pompiers,Incendie de véhicule,09h00-12h00,49.25461265305918,6.62796382745169
Douanes,Blanchiment d'argent,00:00-03:00,49.24984176904428,6.878394235584787
Police,Proxénétisme,12h00-18h00,49.24860178728117,6.185953868273867
CRS,Trouble à l'ordre public,21:00-00:00,48.93516209728296,6.286288011232879
CRS,Grève conflictuelle,03:00-06:00,49.39396186591454,6.269721029943357
Police,Viol,12h00-18h00,49.17058922580099,6.873522038194397
Pompiers,Feu de forêt,12h00-18h00,48.9806522643387,6.26677194787731
Gendarmerie,Trafics en zone rurale,21:00-00:00,49.193163920804544,6.414368330899343
Police,Évasion de prisonnier,07h00-11h00,49.1003416009887,6.871162052448149
BAC,Délinquance urbaine,03:00-06:00,49.16026531200944,6.859997045911376
CRS,Grève conflictuelle,21:00-00:00,49.245055236304665,6.855180289362551
Civil,Difficultés sociales,19h00-22h00,49.07482128097155,6.099009514410642
Civil,Médiation familiale,19h00-22h00,49.1952730919214,6.351072703273133
HeroY,Infiltration dans une organisation violente,00:00-03:00,49.0969897064664,6.850319904228456
HeroY,Surveillance de cible sensible,21:00-00:00,49.29193127508681,6.2886025666202565
BAC,Proxénétisme,07h00-11h00,48.9132630679758,6.1906054700986415
SAMU,Tentative de suicide,21:00-04:30,49.06624418337407,6.400946380999075
Gendarmerie,Atteinte à l'environnement,21:00-00:00,49.01125157257082,6.651155577515048
Police,Enlèvement,09h00-12h00,48.91960392999723,6.294598532391578
SAMU,Intoxication alimentaire,09h00-12h00,49.15688158122629,6.02326957087
BAC,Port d'arme illégal,07h00-11h00,49.36990765286227,6.271694413010812
SAMU,Noyade,19h00-22h00,49.13781040282772,6.024219855354081
Civil,Tapage nocturne,07h00-11h00,48.936290813995655,6.132408601015039
Douanes,Fraude aux subventions,21:00-04:30,49.09667203327097,6.708043176477495
BAC,Règlement de compte entre individus,09h00-12h00,49.13090367766422,6.763062144142479
Pompiers,Accident de la route,07h00-11h00,49.14441964957325,6.578815293145766
CRS,Blocage de voie publique,09h00-12h00,48.985714241645255,6.283949843374306
Pompiers,Secours à personne,12h00-18h00,49.39675770738438,6.3294324484732005
Police,Blessures graves volontaires,21:00-04:30,49.17761900033685,6.507885216232379
SAMU,Intoxication alimentaire,21:00-04:30,49.15417647812731,6.87734290628137
Civil,Aide aux victimes,21:00-00:00,49.311139670639385,6.790552337841918
BAC,Recherche de véhicule volé,00:00-03:00,49.04866155668044,6.404914791566277
Police,Harcèlement,09h00-12h00,49.108731047461504,6.834833187720025
SAMU,Accident corporel,12h00-18h00,49.18360942903715,6.445617325294651
HeroX,Protection de personnalité,21:00-00:00,49.27948681957884,6.504919290486587
Police,Blanchiment d'argent,00:00-03:00,48.90874642882047,6.132434176824781
Police,Cambriolage,21:00-04:30,49.25513800276071,6.753864262741908
Gendarmerie,Accident agricole,12h00-18h00,49.33105924459434,6.036338703507894
Police,Proxénétisme,21:00-00:00,49.369315900747225,6.778756709703292
CRS,Protection de bâtiment officiel,19h00-22h00,48.97034876197932,6.022665150517042
BAC,Trafics de quartier,09h00-12h00,49.3315930202906,6.128732521741955
CRS,Trouble à l'ordre public,09h00-12h00,49.09880934580018,6.491690262858042
BAC,Délinquance urbaine,03:00-06:00,49.16369817348728,6.438767895421692
Police,Corruption,00:00-03:00,48.90819058382729,6.609053538795813
Pompiers,Évacuation,00:00-03:00,49.04173041810871,6.581188317383145
CRS,Dispersion de rassemblement,21:00-00:00,48.99246403513273,6.166771056053305
BAC,Lutte contre le trafic,00:00-03:00,49.23717715670844,6.3577572667261375
Pompiers,Plan ORSEC,12h00-18h00,49.35367703006791,6.280333154096171
Police,Homicide,00:00-03:00,49.35737875771776,6.775630922993232
HeroZ,Neutralisation de cellule dormante,00:00-03:00,49.01521451944552,6.21049010739101
BAC,Interception de suspects armés,12h00-18h00,49.068500254554834,6.833799692573887
Gendarmerie,Braconnage,07h00-11h00,49.35796390521718,6.858005066759261
SAMU,Intoxication alimentaire,12h00-18h00,49.37273385475096,6.061138212630739
Police,Agression à l'arme blanche,09h00-12h00,49.04462232563706,6.298808266384095
Pompiers,Désincarcération,09h00-12h00,49.11822475261764,6.063762077284464
Douanes,Fraude aux subventions,21:00-04:30,49.03870233788151,6.600806648050818
HeroY,Enquête sur corruption haute niveau,03:00-06:00,49.17115676412407,6.211436792132177
CRS,Blocage de voie publique,21:00-00:00,48.97274618352608,6.420064258854011
HeroY,Infiltration dans une organisation violente,21:00-04:30,49.293902290749664,6.2952101861982594
Douanes,Revente de stupéfiants,12h00-18h00,49.27424023060493,6.615508494163669
Pompiers,Incendie domestique,21:00-00:00,48.97013103614096,6.836431791957576
HeroZ,Menace NRBC,03:00-06:00,49.19637848383521,6.839218075656921
HeroZ,Cyberattaque critique,03:00-06:00,49.2194877681223,6.772352381151178
Police,Agression à main armée,09h00-12h00,49.03627621728652,6.466906956009981
CRS,Grève conflictuelle,07h00-11h00,48.9581706051077,6.36230612444101
SAMU,Polytraumatisme,09h00-12h00,49.17474727524587,6.25066610801706
Police,Harcèlement,00:00-03:00,49.368559687719866,6.503647358701207
Gendarmerie,Surveillance de zone rurale,21:00-04:30,49.31158039831004,6.211910945843501
CRS,Dispersion de rassemblement,00:00-03:00,49.33398560397505,6.302541636853942
Pompiers,Inondation,21:00-04:30,49.28150635618902,6.601247896048612
Civil,Aide aux victimes,21:00-00:00,49.231862877038566,6.403733538204794
CRS,Manifestation violente,19h00-22h00,49.1782291797419,6.3240554206314
Pompiers,Incendie domestique,09h00-12h00,49.16636552823495,6.46706544756596
Pompiers,Évacuation,21:00-04:30,49.171135124245104,6.79588812042094
Police,Proxénétisme,07h00-11h00,48.96544388163836,6.032712723021219
HeroX,Mission sous couverture,21:00-00:00,48.93973421509426,6.000181991316388
Pompiers,Malaise,19h00-22h00,49.02602423771277,6.311837811372588
CRS,Événement sportif à risque,09h00-12h00,49.25511752066536,6.278322503357631
Pompiers,Accident de la route,07h00-11h00,49.00834334117058,6.0329053101394985
BAC,Recherche de véhicule volé,19h00-22h00,49.01915094663848,6.046489373284246
Gendarmerie,Vol de tracteur,12h00-18h00,49.323616610661134,6.529110324470084
Pompiers,Animal dangereux,00:00-03:00,49.37057746945704,6.046835653348522
BAC,Lutte contre le trafic,12h00-18h00,48.99978995403821,6.400264159622434
Police,Règlement de compte entre individus,12h00-18h00,49.15256217096708,6.296151017951779
Police,Conduite en état d'ivresse,21:00-04:30,49.25278596246303,6.678593069212404
Pompiers,Plan ORSEC,03:00-06:00,49.39780448393952,6.003191320915023
HeroZ,Gestion de crise biologique,21:00-04:30,49.13517890294541,6.849766925447788
Pompiers,Incendie industriel,12h00-18h00,48.99618262300997,6.28288293797887
HeroY,Renseignement stratégique,21:00-04:30,49.317021276626505,6.829156634816905
HeroZ,Menace NRBC,00:00-03:00,49.13870017283938,6.765473338484376
Pompiers,Incendie domestique,19h00-22h00,49.18453225843407,6.879053096869038
Pompiers,Incendie de véhicule,07h00-11h00,49.16832195890453,6.377261960868853
Pompiers,Accident de la route,19h00-22h00,49.27657473445728,6.538172192835158
HeroZ,Drones hostiles,21:00-00:00,48.91094772291426,6.520077467661934
HeroX,Lutte contre un réseau criminel,12h00-18h00,49.13043214882648,6.556610646617241
HeroY,Fraude financière complexe,21:00-00:00,49.33787156269747,6.214880817734136
BAC,Patrouille sensible,19h00-22h00,49.06932290629854,6.47771131418456
HeroX,Désamorçage d'engin explosif,12h00-18h00,48.916491105801086,6.415725064656149
BAC,Lutte contre le trafic,09h00-12h00,49.05385370377273,6.470909574005271
HeroY,Démantèlement de trafic de stupéfiants,03:00-06:00,49.27216319821022,6.070631764987281
Pompiers,Dégagement d'urgence,12h00-18h00,48.94712340148306,6.844589073338385
Gendarmerie,Découverte de corps,00:00-03:00,49.35543733046625,6.30880251141981
Douanes,Importation illégale,00:00-03:00,49.29983167171124,6.786454746309476
SAMU,Urgence médicale,21:00-00:00,49.3771083155474,6.430905864260505
Police,Séquestration,21:00-00:00,49.01121325838033,6.024277800024711
SAMU,Urgence médicale,00:00-03:00,49.26911004485179,6.832655587927054
HeroY,Infiltration dans une organisation violente,21:00-04:30,49.321816594320126,6.2884267433526055
Civil,Signalement de maltraitance,21:00-00:00,49.31334290127904,6.587303579267962
Civil,Demande d'assistance,07h00-11h00,48.95800184334286,6.217199930989836
Police,Règlement de compte entre individus,12h00-18h00,49.13557458335827,6.541968204579631
Pompiers,Arbre sur la voie publique,12h00-18h00,49.375875580690064,6.757051295120443
Police,Agression à main armée,00:00-03:00,49.1970324816245,6.896963305719972
HeroZ,Mission anti-terroriste,21:00-00:00,49.00175291891871,6.094758108679537
Police,Recherche de personne disparue,19h00-22h00,49.15414238690448,6.406494523555656
Pompiers,Fuites chimiques,03:00-06:00,49.12526252833081,6.004794616300106
SAMU,Overdose,19h00-22h00,49.33627725352255,6.51137944682575
Police,Évasion de prisonnier,07h00-11h00,49.38451136269386,6.782609023766063
Pompiers,Orage violent,00:00-03:00,49.24084482346049,6.684847083991935
Gendarmerie,Recherche en milieu rural,19h00-22h00,49.31434858649183,6.634056395688443
Civil,Demande d'assistance,00:00-03:00,48.980785014345074,6.386080774064123
Civil,Tapage nocturne,00:00-03:00,49.09047188785555,6.284426745831257
SAMU,Crise psychiatrique,21:00-04:30,49.20543789128338,6.084254717465879
Pompiers,Secours à personne,21:00-00:00,49.17906083732332,6.034251727376255
SAMU,Crise psychiatrique,07h00-11h00,49.39044074065849,6.3971304272205085
HeroZ,Protection d'installation sensible,00:00-03:00,49.02202249126924,6.401874669796425
Civil,Problème de voirie,19h00-22h00,49.075262517611215,6.613025033889105
Police,Vol à l'arraché,19h00-22h00,49.239226837883606,6.847997080922406
Police,Enlèvement,00:00-03:00,49.09597351796578,6.818077118132705
Gendarmerie,Délinquance juvénile,21:00-00:00,49.26710737120193,6.151917743348318
BAC,Recherche de véhicule volé,12h00-18h00,49.37618670250478,6.792491766440188
Pompiers,Évacuation,07h00-11h00,49.02129022383169,6.736762217406112
BAC,Surveillance de quartier,19h00-22h00,49.04629992928425,6.222498854205479
Pompiers,Incendie domestique,21:00-00:00,49.02039159091567,6.405349410721317
HeroY,Contre-terrorisme financier,03:00-06:00,49.35247886190559,6.379271108304229
BAC,Interception de suspects armés,00:00-03:00,48.9677199496763,6.441159696477599
Police,Atteinte aux biens,21:00-04:30,49.13699737158492,6.179652759208048
Douanes,Exportation illégale,21:00-04:30,49.28192493399613,6.826842050391384
Civil,Demande d'assistance,21:00-04:30,48.95814736678702,6.525290667687126
Douanes,Contrôle de marchandises dangereuses,03:00-06:00,49.14491998221825,6.61635770694811
Police,Trouble à l'ordre public,21:00-00:00,49.36278354692563,6.331143971572728
SAMU,Noyade,12h00-18h00,48.92826688743772,6.703911346012498
Pompiers,Animal dangereux,21:00-00:00,49.23789038583347,6.640235998571448
Police,Corruption,12h00-18h00,48.97831353386738,6.2639878817017
Pompiers,Effondrement de bâtiment,21:00-00:00,49.05014611996175,6.191448780325197
Pompiers,Désincarcération,21:00-00:00,48.90246917310334,6.422148542523259
Police,Tentative de meurtre,03:00-06:00,49.227016346051485,6.844249915078998
CRS,Intervention en banlieue sensible,03:00-06:00,49.14679322760179,6.752743271927159
Police,Séquestration,12h00-18h00,48.993350981436585,6.006322815521168
Gendarmerie,Découverte de corps,09h00-12h00,48.96069724990415,6.456107638106549
Police,Conduite en état d'ivresse,21:00-04:30,48.97292791719918,6.479576867280709
Police,Trafics illicites,07h00-11h00,49.06656082863314,6.359323197510271
HeroZ,Protection d'installation sensible,00:00-03:00,49.11761899190434,6.841973384436744
Pompiers,Sauvetage en hauteur,21:00-04:30,49.28667781684667,6.862460977001589
BAC,Port d'arme illégal,19h00-22h00,49.30317724459117,6.053034432930188
Gendarmerie,Agression à l'arme blanche,03:00-06:00,48.91194140074708,6.153174387539157
Pompiers,Orage violent,21:00-00:00,49.10787034623485,6.164952253902978
Police,Atteinte aux biens,12h00-18h00,49.15363397596754,6.335811756310986
Police,Règlement de compte entre individus,03:00-06:00,49.1333092847134,6.551445250304503
HeroY,Trafic d'influence,03:00-06:00,49.07249183215731,6.741367781220007
Pompiers,Plan ORSEC,21:00-00:00,49.324811039277904,6.052823195734737
Gendarmerie,Vol de tracteur,09h00-12h00,48.95740103350344,6.09625110065627
BAC,Surveillance de quartier,07h00-11h00,48.98071122831066,6.5492280339987
CRS,Blocage de voie publique,21:00-04:30,49.16748026118689,6.188878882168913
SAMU,Noyade,07h00-11h00,48.949217398343706,6.245962484475467
Pompiers,Malaise,12h00-18h00,48.98620510220806,6.10693831739238
Gendarmerie,Surveillance de zone rurale,03:00-06:00,49.12669803594122,6.771352457651218
Police,Règlement de compte entre individus,03:00-06:00,49.09001138351418,6.214727905333198
HeroX,Crime organisé,21:00-04:30,49.24112223113672,6.523078729944992
SAMU,Intoxication alimentaire,03:00-06:00,49.166255745329465,6.591841697226375
SAMU,Tentative de suicide,21:00-04:30,49.27303414387952,6.006021882792172
HeroX,Extraction en zone hostile,21:00-04:30,49.02904560492056,6.8708108812757045
SAMU,Intoxication alimentaire,03:00-06:00,49.37423257156586,6.45631836778821
Police,Proxénétisme,21:00-00:00,49.28430185149545,6.885498942714805
Police,Vol avec violence,00:00-03:00,49.11271726154793,6.570922155396105
HeroZ,Neutralisation de cellule dormante,03:00-06:00,49.16078183248662,6.862363065836828
Police,Délit de fuite,12h00-18h00,49.209280558354976,6.409693244605948
CRS,Intervention en banlieue sensible,21:00-00:00,49.14758964766561,6.200843746425393
Pompiers,Secours à personne,03:00-06:00,49.032637929044654,6.219737196867092
SAMU,Accident corporel,03:00-06:00,49.17923714428928,6.552814294008634
Police,Braquage,21:00-00:00,49.22281065631057,6.32057420711099
Police,Corruption,21:00-04:30,49.00467866065067,6.229286202326071
Police,Atteinte aux biens,21:00-04:30,49.20634253110974,6.574075247988964
Pompiers,Noyade,21:00-04:30,49.30444897836552,6.769290293014182
Gendarmerie,Agression à l'arme blanche,07h00-11h00,48.95806277042057,6.1061458262433845
Pompiers,Animal dangereux,12h00-18h00,49.0695055702715,6.582164324173965
HeroX,Mission sous couverture,12h00-18h00,49.13032346360583,6.123302664541221
Pompiers,Noyade,21:00-00:00,49.14816528954383,6.312317526675771
HeroZ,Gestion de crise biologique,21:00-04:30,49.26128864572108,6.600881215626981
Gendarmerie,Trafics en zone rurale,03:00-06:00,49.37540720816378,6.151633753843153
CRS,Émeute,21:00-04:30,49.12518831624203,6.687238680153078
Police,Atteinte aux biens,21:00-04:30,48.92778992811824,6.384711541432778
Police,Trafics illicites,09h00-12h00,48.98772697344538,6.684418272708854
Douanes,Fraude fiscale,09h00-12h00,49.15018087926935,6.894397086734012
SAMU,Crise psychiatrique,19h00-22h00,49.00544357801248,6.395497775005162
Civil,Conflit professionnel,00:00-03:00,49.35021664858459,6.3068392384535725
Police,Agression à main armée,12h00-18h00,49.25091781448052,6.232421391712538
SAMU,Accouchement inopiné,21:00-00:00,49.164409039976285,6.435255202757395
Police,Menaces de mort,12h00-18h00,49.307967685632846,6.133660229432632
SAMU,Electrocution,00:00-03:00,48.965153449583234,6.720964165127839
Police,Enlèvement,00:00-03:00,48.97503258895917,6.098652480496787
Police,Évasion de prisonnier,00:00-03:00,49.24064055529856,6.4808677463411
HeroX,Trafic d'armes de guerre,03:00-06:00,49.25084590702282,6.411082288658147
BAC,Règlement de compte entre individus,03:00-06:00,49.25347391929687,6.51379759851519
Police,Blessures graves volontaires,21:00-00:00,48.93815602490764,6.118564980701328
Gendarmerie,Atteinte à l'environnement,00:00-03:00,49.286409826749136,6.416986071892224
Police,Délit de fuite,21:00-00:00,48.9978293153213,6.30120475888623
BAC,Recherche de véhicule volé,00:00-03:00,49.22073261640716,6.590896923839507
HeroP,Assaut terroriste,09h00-12h00,49.19833275762321,6.173431568381438
Gendarmerie,Surveillance de zone rurale,19h00-22h00,49.20006951545263,6.029639238073933
Gendarmerie,Surveillance de zone rurale,03:00-06:00,49.17951691078963,6.38150975980026
CRS,Manifestation violente,19h00-22h00,48.95586700092822,6.784236161382949
BAC,Lutte contre le trafic,07h00-11h00,49.28818439878142,6.5204170222039135
SAMU,Electrocution,21:00-00:00,49.3125956578423,6.439402677409245
Police,Corruption,12h00-18h00,49.05235519979478,6.873050508778511
Police,Port d'arme illégal,07h00-11h00,49.109498186924064,6.129241718790464
BAC,Intervention rapide,21:00-00:00,49.23479970618087,6.896878024574043
Police,Cambriolage,00:00-03:00,49.17796023233222,6.854852763176401
Police,Délit de fuite,12h00-18h00,49.135518129225495,6.249108616260338
SAMU,Hypothermie,19h00-22h00,49.2034999884228,6.422420879502766
Gendarmerie,Enquête judiciaire,09h00-12h00,49.08459227032315,6.821992541352115
HeroX,Mission sous couverture,07h00-11h00,48.931762925844005,6.220551065800187
BAC,Interception de suspects armés,09h00-12h00,49.3197446112826,6.7859244647346495
SAMU,Hypothermie,00:00-03:00,49.24700127431358,6.478287779274056
HeroP,Vol de voiture,12h00-18h00,49.38130560849013,6.462408697859763
Police,Recherche de personne disparue,21:00-00:00,49.05335953338109,6.101260226269566
Civil,Conflit professionnel,21:00-00:00,49.34714651996401,6.845914065897194
Police,Corruption,09h00-12h00,49.38219933443967,6.708382591932068
BAC,Trafics de quartier,03:00-06:00,49.05944638216989,6.7159569150536935
HeroZ,Protection d'installation sensible,21:00-00:00,49.01234097850881,6.337067095340837
Pompiers,Inondation,00:00-03:00,49.129355667452,6.5708852802682935
CRS,Rassemblement illégal,19h00-22h00,49.10639562303349,6.565266767814666
SAMU,Overdose,00:00-03:00,49.32969004326011,6.743406137873278
Gendarmerie,Accident agricole,12h00-18h00,49.01641516816698,6.873966495556275
Civil,Conflit de voisinage,09h00-12h00,48.933687632384654,6.430403205478899
HeroZ,Attaque chimique,21:00-00:00,49.11948895826873,6.757786985690078
Douanes,Fraude TVA,09h00-12h00,49.00662035766212,6.811575907377483
CRS,Sécurisation de visite officielle,09h00-12h00,48.95032560134281,6.323669137063884
Douanes,Contrôle douanier,12h00-18h00,49.22311029618484,6.840713276843539
SAMU,Accident corporel,09h00-12h00,48.94904803483903,6.070599528648551
BAC,Proxénétisme,00:00-03:00,48.98499579049674,6.322917284907653
Police,Trouble à l'ordre public,07h00-11h00,49.05774449296274,6.004593718889635
HeroX,Neutralisation de tueur en série,19h00-22h00,49.13505347617282,6.261976074610483
Pompiers,Évacuation,12h00-18h00,49.34306579743142,6.631594105161293
BAC,Intervention rapide,12h00-18h00,48.96751145184391,6.437022184444498
Pompiers,Plan ORSEC,12h00-18h00,49.3251129298948,6.208021531936987
HeroX,Sauvetage d'otages,03:00-06:00,49.37683197487925,6.577631855042545
CRS,Émeute,12h00-18h00,49.20269468154878,6.173995091663054
Gendarmerie,Contrôle routier,21:00-04:30,49.25023366000005,6.820868140868236
Douanes,Trafic d'espèces protégées,07h00-11h00,49.10985878265026,6.615645947261184
CRS,Affrontements urbains,21:00-04:30,48.93039920842598,6.443888917970428
HeroX,Cybercriminalité majeure,21:00-04:30,49.14841513051514,6.127055050137722
BAC,Règlement de compte entre individus,21:00-00:00,48.96524366391765,6.638828000136299
Police,Agression à l'arme blanche,07h00-11h00,49.13876099265587,6.139607788912623
Pompiers,Sauvetage en hauteur,09h00-12h00,49.372924086795,6.753406961047023
HeroY,Extraction de données sensibles,00:00-03:00,49.20847468045121,6.264489852916561
Civil,Tapage nocturne,21:00-04:30,49.19009266176023,6.212509256816119
Pompiers,Accident de la route,19h00-22h00,49.06756463865802,6.430577480041663
Police,Menaces de mort,21:00-04:30,49.27051208465198,6.643967803737672
Police,Tentative de meurtre,00:00-03:00,49.31864646931051,6.2284125515381135
CRS,Manifestation violente,12h00-18h00,49.36821904733191,6.82491899659297
Police,Délit de fuite,12h00-18h00,49.138575858268624,6.506834594676758
SAMU,Tentative de suicide,12h00-18h00,49.3020600241067,6.810671077833951
Civil,Nuissance sonore,09h00-12h00,49.20321284969632,6.306715109714065
HeroX,Enlèvement international,12h00-18h00,49.31961503965699,6.784501737144698
Gendarmerie,Recherche en milieu rural,21:00-04:30,49.026765262057616,6.871334873114679
